batch,Trae Session ID,轮次,User Prompt,任务类型,业务领域,修改范围,任务是否完成,产物及过程是否满意,不满意原因,github地址,分支/文件夹,截图（产物/运行结果/对话）,日志轨迹
batch10,session_49,第四轮,解释 BART 模型的编码器-解码器架构，以及为什么摘要任务中通常使用 beam search 而不是贪心解码。给出代码中 beam search 参数设置。,代码理解,AI/ML,代码理解文档,未完成任务,不满意,产物不满意：混淆 encoder/decoder，未解释 beam width 影响，未提到长度惩罚，未说明 why not greedy，未提供示例参数配置。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch10,session_50,第五轮,将 CLI 工具打包为独立二进制（使用 PyInstaller），并优化模型大小（使用量化 int8），最终镜像小于 500MB。,工程化,AI/ML,工程化与发布,未完成任务,不满意,产物不满意：量化后精度损失严重，打包后启动慢，模型外挂路径错误，杀毒软件误报，Windows 缺少 VC Runtime。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch11,session_51,第一轮,生成 Vue 3 虚拟滚动列表组件，渲染 10 万条数据，滚动时只渲染视口内 ±5 条。支持不同高度的列表项（动态高度）。,0-1代码生成,Web前端,模块内多文件,未完成任务,不满意,产物不满意：滚动白屏，高度缓存更新不及时，动态测量导致重排，未处理滚动条跳动，不支持初始滚动位置。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch11,session_52,第二轮,修复快速滚动时列表闪烁的问题，原因是回收 DOM 复用导致内容错位。使用 :key 确保唯一性，并增加缓冲区大小。,Bug修复,Web前端,模块内多文件,未完成任务,不满意,产物不满意：key 使用 index 导致错乱，缓冲区计算错误导致内存增加，动画帧未节流，边缘滚动触发过多重绘，移动端触摸滚动失真。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch11,session_53,第三轮,增加“滚动加载更多”功能，当滚动到距离底部 200px 时触发加载下一页数据（mock API），并合并到现有列表中，保持虚拟滚动。,Feature迭代,Web前端,模块内多文件,未完成任务,不满意,产物不满意：数据合并后总高计算错误，滚动条跳动，重复触发加载，未处理并发请求，无错误重试。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch11,session_54,第四轮,使用 Vitest + @vue/test-utils 测试虚拟滚动组件，模拟滚动事件，断言渲染的 DOM 节点数量在合理范围（如 < 30）。,代码测试,Web前端,模块内多文件,未完成任务,不满意,产物不满意：jsdom 不支持 layout 测量，无法真实模拟滚动高度，测试依赖实际 DOM 太慢，未模拟异步数据加载，高度测量 mock 不真实。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch11,session_55,第五轮,"将虚拟滚动逻辑抽离为组合式函数 useVirtualScroll，返回 visibleItems, totalHeight, scrollTo 等方法，便于多个组件复用。",代码重构,Web前端,模块内多文件,未完成任务,不满意,产物不满意：函数副作用管理不当，滚动事件未清理，与 Vue 生命周期耦合，不支持横向滚动，类型推导缺失。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch12,session_56,第一轮,使用 Go 实现雪花算法 ID 生成器 HTTP 服务，端点 GET /next 返回唯一 int64 ID。配置 worker ID 和 datacenter ID（环境变量），时钟回拨时等待或报错。,0-1代码生成,纯后端API,模块内多文件,未完成任务,不满意,产物不满意：ID 重复（未加锁），时钟回拨未处理导致倒退，worker ID 冲突，高并发下锁竞争严重，未校验时间戳溢出。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch12,session_57,第二轮,修复当系统时钟回拨超过 5 秒时，服务拒绝生成并返回错误，但客户端重试会导致持续失败。改为使用 sequence 步进等待直到追上时间。,Bug修复,纯后端API,模块内多文件,未完成任务,不满意,产物不满意：等待期间阻塞所有请求，未使用 backoff 策略，日志过多，恢复后 sequence 未重置，未提供监控指标。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch12,session_58,第三轮,增加批量生成接口 GET /batch?n=100，返回 ID 数组，减少 HTTP 开销。一次请求内保证单调递增。,Feature迭代,纯后端API,模块内多文件,未完成任务,不满意,产物不满意：批量大小无上限导致内存占用，并发批量请求时锁时间长，未校验 n<=1000，批量中途失败导致部分返回，无异步支持。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch12,session_59,第四轮,编写 Go 并发测试（go test -race），启动 100 个 goroutine 并发调用生成器，验证无重复 ID，并测试批量接口原子性。,代码测试,纯后端API,模块内多文件,未完成任务,不满意,产物不满意：测试耗时过长，未测试时钟回拨模拟，race 检测忽略某些竞态，批量接口测试与单一接口混合，未验证 monotonic 属性。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch12,session_60,第五轮,解释雪花算法中时间戳位数（41位）、工作机器位数（10位）、序列号位数（12位）的选取理由，以及如何达到 69 年可用和每毫秒 4096 个 ID。,代码理解,纯后端API,代码理解文档,未完成任务,不满意,产物不满意：未计算溢出场景，未解释为何不使用 64 位上限，忽略时钟回拨对寿命影响，未提到纪元开始时间配置，错误估计 QPS。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch13,session_61,第一轮,使用 React 生成记忆翻牌配对游戏，4x4 网格，8 对卡片，点击翻转，匹配则保持翻开，否则 1 秒后翻回。计时、步数记录，完成时祝贺。,0-1代码生成,游戏开发,模块内多文件,未完成任务,不满意,产物不满意：同时点击超过两张导致状态错乱，匹配错误未清零，计时器在结束后继续，卡片重复配对，无重置按钮。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch13,session_62,第二轮,修复当快速连续点击同一张卡片时，会重新触发翻转（不应重复）。以及在等待翻回期间点击其他卡片导致动画冲突。,Bug修复,游戏开发,模块内多文件,未完成任务,不满意,产物不满意：禁用点击导致等待体验差，未使用锁机制，动画未完成时状态提前改变，移动端点击反馈慢，无 loading 指示。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch13,session_63,第三轮,"增加难度选择：2x2, 4x4, 6x6，动态生成卡片，增加“洗牌”按钮重新排列未匹配的卡片。",Feature迭代,游戏开发,模块内多文件,未完成任务,不满意,产物不满意：难度切换后卡片内容未更新，洗牌导致已匹配错乱，动画卡顿，生成卡片算法性能差，未保留最佳成绩。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch13,session_64,第四轮,使用 React Testing Library 测试翻牌逻辑：点击卡片后状态变为“翻开”，匹配两张相同后变为“匹配”，再点击已匹配卡片无效。,代码测试,游戏开发,模块内多文件,未完成任务,不满意,产物不满意：异步测试使用 waitFor 超时，未测试洗牌功能，测试覆盖不完整，模拟事件顺序错误，无快照测试。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch13,session_65,第五轮,"将游戏状态管理从组件本地 state 提取到 Redux，创建 gameSlice 包含 cards, flipped, matched, moves, timer。添加 undo 功能。",代码重构,游戏开发,模块内多文件,未完成任务,不满意,产物不满意：undo 时计时器无法回退，深层状态 immutable 更新慢，middleware 处理动画冲突，重做未实现，selector 性能差。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch14,session_66,第一轮,使用 Vega-Lite 嵌入 HTML 生成交互式仪表板，后端提供 JSON 数据 API（Node.js），展示散点图、柱状图，支持 brush 联动筛选。,0-1代码生成,数据分析,模块内多文件,未完成任务,不满意,产物不满意：联动未实现，跨图表筛选延迟，散点图渲染大数据量卡顿，API 返回格式不符合 Vega spec，无 resize 适应。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch14,session_67,第二轮,修复 Vega-Lite 在响应式容器中图表尺寸不更新的问题，以及 brush 选择后重置按钮无法清除筛选。,Bug修复,数据分析,模块内多文件,未完成任务,不满意,产物不满意：重置后数据未重新请求，尺寸更新导致重绘闪烁，brush 区域残留，移动端 touch 无法 brush，筛选导致 axis 范围变化。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch14,session_68,第三轮,增加数据导出功能（CSV），以及图表主题切换（亮色/暗色），使用 Vega 主题配置。,Feature迭代,数据分析,模块内多文件,未完成任务,不满意,产物不满意：导出包含原始数据而非筛选后，主题切换时图表闪烁，未保存用户偏好，CSV 编码问题，大数据量导出超时。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch14,session_69,第四轮,编写 Jest 测试测试前端 Vega 图表渲染（使用 vega 的 parse 和 view），mock API 数据，断言信号和 scales。,代码测试,数据分析,模块内多文件,未完成任务,不满意,产物不满意：测试依赖 DOM，jest 中 canvas 模拟困难，异步渲染未等待，测试缓慢，mock 数据不符合 schema，信号断言脆弱。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch14,session_70,第五轮,解释 Vega-Lite 的数据流和信号机制，以及如何实现视图之间的双向筛选（如散点图选择影响柱状图，柱状图点击影响散点图）。,代码理解,数据分析,代码理解文档,未完成任务,不满意,"产物不满意：未理解单向数据流，未给出具体配置示例，遗漏参数化视图，混淆 selection 类型（interval, point），未讨论性能优化。",https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch15,session_71,第一轮,用 Rust 实现矩阵库支持泛型（f32/f64），实现加法、乘法（点乘）、转置、行列式（LU 分解）。使用 no_std 可选。,0-1代码生成,科学计算,模块内多文件,未完成任务,不满意,产物不满意：泛型约束不当导致编译错误，乘法算法 O(n^3) 未优化但可用，行列式奇异矩阵返回 Err，内存布局不佳，未提供 Display。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch15,session_72,第二轮,支持稀疏矩阵（COO 格式），实现稀疏矩阵乘法和加法，并比较与稠密矩阵的性能。,Feature迭代,科学计算,模块内多文件,未完成任务,不满意,产物不满意：稀疏乘积后产生大量非零元未压缩，COO 格式不适合乘法，未实现 CSR 转换，性能对比测试不严谨，未支持对称矩阵优化。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch15,session_73,第三轮,编写属性测试（proptest）生成随机矩阵，验证矩阵乘法结合律 (A*B)*C = A*(B*C)，转置的逆等于自身等性质。,代码测试,科学计算,模块内多文件,未完成任务,不满意,产物不满意：生成超大矩阵导致测试慢，浮点误差累积导致断言失败，未测试空矩阵，proptest 策略配置不当，未测试 panic 情况。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch15,session_74,第四轮,解释 LU 分解中选主元（pivot）的必要性，以及 Rust 中如何实现选主元避免除零。给出 panic 安全的代码片段。,代码理解,科学计算,代码理解文档,未完成任务,不满意,产物不满意：未处理全零列，无容错重试，使用了 unwrap 可能 panic，未讨论分块 LU，未实现隐式选主元。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch15,session_75,第五轮,为矩阵库配置 Cargo 工作区，分离核心、稀疏、bench 子 crate，编写 benchmark 使用 criterion 对比 naive 和 BLAS 实现。,工程化,科学计算,工程化与发布,未完成任务,不满意,产物不满意：benchmark 未隔离，依赖 rayon 导致不稳定，criterion 配置错误，未与 ndarray 对比，文档缺失。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch16,session_76,第一轮,生成 Markdown 实时预览编辑器（React），左侧编辑区（textarea），右侧预览区（使用 marked 库），支持 GitHub 风格 Markdown 和代码高亮（highlight.js）。,0-1代码生成,Web前端,模块内多文件,未完成任务,不满意,产物不满意：滚动同步不准确，marked XSS 漏洞未启用 sanitize，代码高亮未加载 CSS，实时渲染大文本性能差，快捷键与浏览器冲突。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch16,session_77,第二轮,修复预览区中 HTML 注入漏洞（marked 默认允许 HTML 标签）。配置 sanitize 或使用 DOMPurify 清洗输出。,Bug修复,Web前端,模块内多文件,未完成任务,不满意,产物不满意：清洗后破坏合法 HTML（如 iframe 被移除），未配置白名单，性能下降，双重转义导致显示 &，未处理异步处理。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch16,session_78,第三轮,增加“导出为 HTML”和“导出为 PDF”功能，以及“字数统计”。PDF 使用浏览器打印或 jsPDF。,Feature迭代,Web前端,模块内多文件,未完成任务,不满意,产物不满意：PDF 样式丢失，字数统计误算代码块，导出 HTML 未嵌入 CSS，文件名乱码，大文件导出崩溃。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch16,session_79,第四轮,使用 Jest + RTL 测试 Markdown 编辑器，模拟输入文本，验证预览区 HTML 包含对应标签（如 h1）。测试快捷键触发命令。,代码测试,Web前端,模块内多文件,未完成任务,不满意,产物不满意：无法模拟 document.execCommand（已废弃），快捷键测试需真实键盘事件，RTL 对 contentEditable 支持差，异步渲染等待不稳定，未测试滚动同步。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch16,session_80,第五轮,将预览引擎抽离为 Web Worker，避免 UI 阻塞，并在 Worker 中完成 marked 和 highlight.js 调用。,代码重构,Web前端,模块内多文件,未完成任务,不满意,产物不满意：Worker 消息序列化开销大，语法高亮无法访问 DOM，调试困难，Worker 启动延迟，未降级方案。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch17,session_81,第一轮,编写 Python 脚本 dep_updater.py，读取 requirements.txt，检查 PyPI 最新版本，生成更新报告，并可选创建 PR（使用 GitHub API）。,0-1代码生成,自动化脚本,模块内多文件,未完成任务,不满意,产物不满意：API 限频未处理，依赖解析冲突，未支持 --dry-run，PR 描述信息简单，无法处理私有仓库。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch17,session_82,第二轮,支持 pyproject.toml (poetry) 和 Pipfile，并增加依赖安全漏洞检查（利用 Safety DB）。,Feature迭代,自动化脚本,模块内多文件,未完成任务,不满意,产物不满意：漏洞数据库过期，解析 TOML 失败，安全报告输出不友好，误报率高，未忽略测试依赖。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch17,session_83,第三轮,使用 pytest 模拟 PyPI JSON API，测试版本比较逻辑，以及 PR 创建时是否使用正确分支。,代码测试,自动化脚本,模块内多文件,未完成任务,不满意,产物不满意：mock 未覆盖网络超时，测试依赖真实 GitHub token，版本比较未处理预发布标签，未测试冲突依赖场景，无集成测试。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch17,session_84,第四轮,解释语义化版本比较中，~=、^= 以及 >= 的区别，以及脚本如何判断是否需要生成 PR（不直接升级 major 版本）。,代码理解,自动化脚本,代码理解文档,未完成任务,不满意,产物不满意：混淆 ^ 和 ~，未考虑预发布版本，未处理锁文件更新，未说明 major 版本升级策略，忽略依赖图。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch17,session_85,第五轮,将脚本封装为 GitHub Action 容器，定期运行（每周一），自动创建 PR 并通知。,工程化,自动化脚本,工程化与发布,未完成任务,不满意,产物不满意：Action 运行时权限过大，PR 冲突无人处理，通知未集成 slack，环境变量泄露，容器镜像过大。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch18,session_86,第一轮,使用 Tauri + Svelte 开发剪贴板记录器，监听系统剪贴板变化，保存文本/图片（最近 50 条），显示历史列表，点击可重新复制。,0-1代码生成,桌面应用,模块内多文件,未完成任务,不满意,产物不满意：剪贴板监听轮询效率低，图片保存内存爆炸，历史列表未去重，无搜索功能，无全局快捷键。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch18,session_87,第二轮,修复在复制大图片（>10MB）时应用卡死的问题，改为异步处理并限制图片最大 5MB，超出显示警告。,Bug修复,桌面应用,模块内多文件,未完成任务,不满意,产物不满意：图片压缩时丢失质量，异步导致顺序错乱，警告不及时，内存未释放，多次复制大图片内存累积。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch18,session_88,第三轮,增加“片段收藏夹”功能，用户可将某条记录加星标，保留永久（不受 50 条限制），支持标签分类。,Feature迭代,桌面应用,模块内多文件,未完成任务,不满意,产物不满意：标签存储格式不兼容，星标记录可重复，无导入导出，同步多设备缺失，UI 拥挤。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch18,session_89,第四轮,编写 Rust 后端测试（tauri::test）模拟剪贴板读写，测试历史存储和去重逻辑。前端使用 Playwright 测试 UI。,代码测试,桌面应用,模块内多文件,未完成任务,不满意,产物不满意：Playwright 不能访问真实剪贴板需要 mock，Rust 测试中线程阻塞，跨平台剪贴板差异，前端测试慢，模拟数据不真实。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch18,session_90,第五轮,解释 Tauri 中如何通过 IPC 从前端调用 Rust 函数监听剪贴板，以及如何避免事件循环阻塞。说明使用 tauri::async_runtime::spawn_blocking 的场景。,代码理解,桌面应用,代码理解文档,未完成任务,不满意,产物不满意：未说明如何停止监听，未解释线程池大小，遗漏了 channel 广播，未处理跨平台剪贴板 API 差异，未提及安全沙箱限制。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch19,session_91,第一轮,使用 TensorFlow.js 和 COCO-SSD 模型创建浏览器物体检测应用，调用摄像头实时视频流，绘制边界框和标签，显示置信度。,0-1代码生成,AI/ML,模块内多文件,未完成任务,不满意,产物不满意：模型加载缓慢，边界框与视频比例不符，多物体重叠漏检，低分辨率下效果差，无性能监控。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch19,session_92,第二轮,修复检测结果闪烁（每帧边界框抖动）的问题，使用卡尔曼滤波平滑坐标，或者降低检测频率（每 3 帧检测一次）。,Bug修复,AI/ML,模块内多文件,未完成任务,不满意,产物不满意：滤波导致延迟，降低帧率后物体丢失，未处理物体消失再出现，滤波参数难调，CPU 占用仍高。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch19,session_93,第三轮,增加截图和导出标注功能：点击“截图”保存当前帧带检测框的图片，导出为 COCO 格式 JSON 标注。,Feature迭代,AI/ML,模块内多文件,未完成任务,不满意,产物不满意：截图分辨率低，标注坐标未转换，多物体导出遗漏，JSON schema 错误，无批量导出。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch19,session_94,第四轮,编写单元测试测试边界框绘制函数，以及坐标转换工具。使用 JSDOM 模拟 canvas。,代码测试,AI/ML,模块内多文件,未完成任务,不满意,产物不满意：canvas mock 无法验证实际像素，坐标转换浮点误差，未测试模型加载失败场景，异步钩子未等待，依赖浏览器环境。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch19,session_95,第五轮,将检测逻辑抽离为 Web Worker，避免阻塞 UI，并实现模型预热和动态加载不同模型。,代码重构,AI/ML,模块内多文件,未完成任务,不满意,产物不满意：Worker 传输视频帧开销大，模型不能在 Worker 中后台加载（需单独脚本），调试困难，内存占用翻倍，兼容性问题。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch20,session_96,第一轮,使用 Redis + Lua 实现秒杀减库存接口（Node.js），POST /seckill/{id}，每个用户只能抢一次，库存原子递减，返回成功或失败。,0-1代码生成,后端 API,模块内多文件,未完成任务,不满意,产物不满意：Lua 脚本未原子执行，用户重复抢购未限制，库存负数，无超时释放，未记录成功用户。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch20,session_97,第二轮,修复当库存为 0 时仍然有少量请求成功（竞争条件），以及 Redis 连接断开时服务降级（返回 503 而非错误）。,Bug修复,后端 API,模块内多文件,未完成任务,不满意,产物不满意：降级后仍尝试操作导致错误日志刷屏，未实现快速失败，恢复后未重置，监控缺失。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch20,session_98,第三轮,增加秒杀预热（将库存提前加载到 Redis），活动结束后异步回写数据库，支持活动时间窗口（未开始不抢购）。,Feature迭代,后端 API,模块内多文件,未完成任务,不满意,产物不满意：回写失败导致库存不一致，时间窗口依赖系统时钟，预热时内存占用，活动结束后仍可请求，无事务补偿。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch20,session_99,第四轮,使用 artillery 进行压力测试，模拟 2000 用户并发，验证响应时间 < 100ms，库存准确。编写单元测试测试 Redis 操作。,代码测试,后端 API,模块内多文件,未完成任务,不满意,产物不满意：本地测试无法模拟网络延迟，Redis 单线程瓶颈，单元测试未覆盖 Lua 脚本，压力测试环境不易复现，结果不稳定。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
batch20,session_100,第五轮,解释为何秒杀场景常用 Redis 而非数据库，以及 Lua 脚本如何保证原子性。分析热点库存 key 导致 Redis 单点瓶颈，给出分片库存方案。,代码理解,后端 API,代码理解文档,未完成任务,不满意,产物不满意：分片后剩余库存不均，需要额外协调，未说明拆分粒度，使用了 pipeline 仍可能失败，一致性哈希实现复杂。,https://github.com/xiaoyu-li-china/test_dogfooding/tree/main/packages,master,[图片],未提供详细日志轨迹，见截图
